customer_id,signup_date,signup_cohort,acquisition_channel,plan_type,monthly_charge_inr,payment_method,avg_sessions_per_month,support_tickets_per_month,tenure_months,churned,churn_date,last_active_date
CUST00041,2024-04-16,2024-04,Organic,Premium,999,Debit Card,10.0,0,1,True,2024-05-16,2024-05-16
CUST00042,2025-02-09,2025-02,Referral,Premium,999,UPI,25.4,0,16,False,,2026-06-21
CUST00043,2024-02-19,2024-02,Referral,Premium,999,UPI,19.6,1,28,False,,2026-06-21
CUST00044,2025-11-22,2025-11,Organic,Standard,599,Credit Card,10.6,0,7,False,,2026-06-21
CUST00045,2024-08-05,2024-08,Referral,Standard,599,UPI,6.9,0,22,False,,2026-06-21
CUST00046,2025-06-27,2025-06,Organic,Premium,999,Net Banking,10.1,0,12,False,,2026-06-21
CUST00047,2024-10-02,2024-10,Paid Ads,Standard,599,UPI,6.9,0,4,True,2025-02-02,2025-02-02
CUST00048,2025-03-15,2025-03,Referral,Basic,299,Net Banking,3.9,0,15,False,,2026-06-21
CUST00049,2025-03-07,2025-03,Organic,Standard,599,Credit Card,11.9,0,9,True,2025-12-07,2025-12-07
CUST00050,2024-06-04,2024-06,Partner,Premium,999,Debit Card,10.6,0,24,False,,2026-06-21
CUST00051,2025-12-01,2025-12,Organic,Basic,299,UPI,5.4,0,6,False,,2026-06-21
CUST00052,2025-08-13,2025-08,Organic,Premium,999,Debit Card,10.0,0,10,False,,2026-06-21
CUST00053,2025-11-20,2025-11,Partner,Basic,299,UPI,14.9,0,1,True,2025-12-20,2025-12-20
CUST00054,2025-11-22,2025-11,Organic,Standard,599,Credit Card,7.2,0,7,False,,2026-06-21
CUST00055,2025-05-07,2025-05,Partner,Standard,599,Debit Card,19.5,0,13,False,,2026-06-21
CUST00056,2025-11-15,2025-11,Partner,Standard,599,UPI,8.9,1,4,True,2026-03-15,2026-03-15
CUST00057,2024-03-23,2024-03,Organic,Basic,299,UPI,3.9,3,2,True,2024-05-23,2024-05-23
CUST00058,2024-07-14,2024-07,Paid Ads,Premium,999,Credit Card,15.8,0,23,False,,2026-06-21
CUST00059,2024-02-23,2024-02,Organic,Standard,599,UPI,15.9,0,5,True,2024-07-23,2024-07-23
CUST00060,2024-10-19,2024-10,Paid Ads,Basic,299,Credit Card,4.9,1,20,False,,2026-06-21
CUST00061,2024-12-22,2024-12,Organic,Standard,599,UPI,10.5,0,18,False,,2026-06-21
CUST00062,2024-09-24,2024-09,Organic,Basic,299,UPI,9.9,0,16,True,2026-01-24,2026-01-24
CUST00063,2025-09-20,2025-09,Organic,Basic,299,Credit Card,8.6,2,5,True,2026-02-20,2026-02-20
CUST00064,2024-11-24,2024-11,Paid Ads,Basic,299,Credit Card,6.2,0,11,True,2025-10-24,2025-10-24
CUST00065,2024-09-18,2024-09,Partner,Premium,999,UPI,18.9,0,21,False,,2026-06-21
CUST00066,2025-03-10,2025-03,Referral,Standard,599,Debit Card,9.0,0,15,False,,2026-06-21
CUST00067,2024-05-09,2024-05,Referral,Standard,599,Debit Card,7.7,0,25,False,,2026-06-21
CUST00068,2025-09-25,2025-09,Paid Ads,Basic,299,Credit Card,2.8,0,9,False,,2026-06-21
CUST00069,2024-03-08,2024-03,Referral,Basic,299,UPI,2.8,0,13,True,2025-04-08,2025-04-08
CUST00070,2025-12-26,2025-12,Organic,Premium,999,UPI,14.3,0,6,False,,2026-06-21
CUST00071,2025-08-10,2025-08,Referral,Standard,599,Debit Card,9.8,0,10,False,,2026-06-21
CUST00072,2024-07-17,2024-07,Partner,Premium,999,Credit Card,18.9,0,23,False,,2026-06-21
CUST00073,2024-01-02,2024-01,Organic,Basic,299,UPI,16.1,0,6,True,2024-07-02,2024-07-02
CUST00074,2025-09-06,2025-09,Paid Ads,Basic,299,Credit Card,7.0,0,1,True,2025-10-06,2025-10-06
CUST00075,2025-07-26,2025-07,Referral,Premium,999,UPI,19.4,0,11,False,,2026-06-21
CUST00076,2025-07-05,2025-07,Partner,Standard,599,UPI,7.8,0,2,True,2025-09-05,2025-09-05
CUST00077,2025-08-28,2025-08,Referral,Basic,299,Credit Card,7.5,0,10,False,,2026-06-21
CUST00078,2024-03-09,2024-03,Organic,Basic,299,Credit Card,7.3,0,3,True,2024-06-09,2024-06-09
CUST00079,2024-11-05,2024-11,Organic,Premium,999,UPI,26.1,0,19,False,,2026-06-21
CUST00080,2024-04-18,2024-04,Organic,Standard,599,Credit Card,5.8,1,16,True,2025-08-18,2025-08-18
CUST00081,2025-10-26,2025-10,Referral,Standard,599,Net Banking,10.5,1,8,False,,2026-06-21
CUST00082,2025-05-20,2025-05,Organic,Basic,299,Credit Card,5.4,0,13,False,,2026-06-21
CUST00083,2024-10-09,2024-10,Referral,Basic,299,Credit Card,6.8,2,6,True,2025-04-09,2025-04-09
CUST00084,2024-03-17,2024-03,Organic,Premium,999,UPI,11.7,0,27,False,,2026-06-21
CUST00085,2024-10-27,2024-10,Organic,Basic,299,UPI,8.5,0,1,True,2024-11-27,2024-11-27
CUST00086,2024-10-17,2024-10,Paid Ads,Standard,599,UPI,20.3,1,20,False,,2026-06-21
CUST00087,2025-07-12,2025-07,Referral,Premium,999,Credit Card,30.6,0,11,False,,2026-06-21
CUST00088,2025-05-07,2025-05,Organic,Basic,299,Debit Card,12.1,2,13,False,,2026-06-21
CUST00089,2025-10-27,2025-10,Paid Ads,Basic,299,UPI,4.5,0,3,True,2026-01-27,2026-01-27
CUST00090,2025-02-03,2025-02,Paid Ads,Standard,599,UPI,9.4,0,1,True,2025-03-03,2025-03-03
CUST00091,2024-04-10,2024-04,Organic,Standard,599,UPI,11.5,0,26,False,,2026-06-21
CUST00092,2025-07-02,2025-07,Organic,Standard,599,UPI,8.4,0,11,False,,2026-06-21
CUST00093,2025-08-25,2025-08,Referral,Basic,299,Net Banking,6.9,0,10,False,,2026-06-21
CUST00094,2025-04-03,2025-04,Paid Ads,Standard,599,Credit Card,9.8,0,1,True,2025-05-03,2025-05-03
CUST00095,2025-08-16,2025-08,Organic,Standard,599,UPI,15.0,2,10,False,,2026-06-21
CUST00096,2025-02-02,2025-02,Referral,Standard,599,Debit Card,13.2,0,16,False,,2026-06-21
CUST00097,2025-03-28,2025-03,Partner,Basic,299,Debit Card,5.7,2,1,True,2025-04-28,2025-04-28
CUST00098,2025-01-24,2025-01,Paid Ads,Standard,599,Credit Card,13.7,0,17,False,,2026-06-21
CUST00099,2024-01-10,2024-01,Paid Ads,Premium,999,UPI,28.0,1,12,True,2025-01-10,2025-01-10
CUST00100,2024-04-06,2024-04,Referral,Standard,599,UPI,5.3,3,20,True,2025-12-06,2025-12-06
CUST00101,2024-02-22,2024-02,Partner,Standard,599,UPI,8.3,1,28,False,,2026-06-21
CUST00102,2025-05-26,2025-05,Referral,Standard,599,Debit Card,8.0,0,13,False,,2026-06-21
CUST00103,2024-10-11,2024-10,Paid Ads,Premium,999,Credit Card,13.6,1,20,False,,2026-06-21
CUST00104,2025-03-23,2025-03,Paid Ads,Premium,999,Credit Card,7.7,0,15,False,,2026-06-21
CUST00105,2025-11-07,2025-11,Referral,Basic,299,UPI,18.5,2,7,False,,2026-06-21
CUST00106,2024-08-27,2024-08,Organic,Basic,299,UPI,8.4,0,12,True,2025-08-27,2025-08-27
CUST00107,2024-12-15,2024-12,Paid Ads,Basic,299,UPI,9.8,1,18,False,,2026-06-21
CUST00108,2025-08-06,2025-08,Referral,Basic,299,Net Banking,9.1,1,9,True,2026-05-06,2026-05-06
CUST00109,2024-08-20,2024-08,Paid Ads,Basic,299,UPI,6.0,1,1,True,2024-09-20,2024-09-20
CUST00110,2024-03-27,2024-03,Paid Ads,Premium,999,UPI,17.4,1,21,True,2025-12-27,2025-12-27
CUST00111,2024-09-09,2024-09,Paid Ads,Basic,299,Net Banking,8.2,1,4,True,2025-01-09,2025-01-09
CUST00112,2024-06-22,2024-06,Organic,Standard,599,Credit Card,4.3,1,6,True,2024-12-22,2024-12-22
CUST00113,2025-11-20,2025-11,Paid Ads,Standard,599,Debit Card,9.7,0,7,False,,2026-06-21
CUST00114,2025-09-12,2025-09,Referral,Basic,299,UPI,6.9,1,6,True,2026-03-12,2026-03-12
CUST00115,2025-05-19,2025-05,Organic,Premium,999,Credit Card,17.4,0,5,True,2025-10-19,2025-10-19
CUST00116,2025-10-20,2025-10,Organic,Premium,999,UPI,46.3,0,8,False,,2026-06-21
CUST00117,2025-09-03,2025-09,Partner,Standard,599,Debit Card,12.2,0,2,True,2025-11-03,2025-11-03
CUST00118,2024-06-15,2024-06,Organic,Basic,299,UPI,29.1,1,10,True,2025-04-15,2025-04-15
CUST00119,2025-10-02,2025-10,Organic,Basic,299,UPI,5.4,2,3,True,2026-01-02,2026-01-02
CUST00120,2025-03-21,2025-03,Partner,Standard,599,Debit Card,7.6,0,15,False,,2026-06-21
CUST00121,2025-09-02,2025-09,Referral,Basic,299,Credit Card,7.0,2,1,True,2025-10-02,2025-10-02
CUST00122,2025-11-22,2025-11,Paid Ads,Standard,599,Credit Card,12.5,0,7,False,,2026-06-21
CUST00123,2024-10-03,2024-10,Referral,Premium,999,UPI,10.6,0,8,True,2025-06-03,2025-06-03
CUST00124,2024-04-06,2024-04,Organic,Basic,299,UPI,3.1,0,26,False,,2026-06-21
CUST00125,2024-08-15,2024-08,Referral,Premium,999,Credit Card,13.3,0,22,False,,2026-06-21
CUST00126,2025-01-27,2025-01,Paid Ads,Basic,299,Credit Card,4.1,0,17,False,,2026-06-21
CUST00127,2025-09-10,2025-09,Referral,Premium,999,Net Banking,21.0,0,9,False,,2026-06-21
CUST00128,2025-10-09,2025-10,Paid Ads,Basic,299,Debit Card,12.0,0,3,True,2026-01-09,2026-01-09
CUST00129,2024-01-01,2024-01,Paid Ads,Standard,599,Credit Card,7.2,0,2,True,2024-03-01,2024-03-01
CUST00130,2025-03-16,2025-03,Paid Ads,Basic,299,Debit Card,10.7,0,1,True,2025-04-16,2025-04-16
CUST00131,2024-12-06,2024-12,Paid Ads,Premium,999,UPI,10.9,0,2,True,2025-02-06,2025-02-06
CUST00132,2024-07-09,2024-07,Referral,Standard,599,UPI,9.9,1,7,True,2025-02-09,2025-02-09
CUST00133,2024-04-27,2024-04,Paid Ads,Basic,299,UPI,8.0,0,26,False,,2026-06-21
CUST00134,2024-10-04,2024-10,Paid Ads,Standard,599,UPI,8.7,0,2,True,2024-12-04,2024-12-04
CUST00135,2025-11-27,2025-11,Paid Ads,Basic,299,Debit Card,13.4,0,3,True,2026-02-27,2026-02-27
CUST00136,2024-10-28,2024-10,Paid Ads,Standard,599,Credit Card,6.2,0,20,False,,2026-06-21
CUST00137,2025-03-02,2025-03,Referral,Premium,999,Credit Card,16.3,0,15,False,,2026-06-21
CUST00138,2025-07-04,2025-07,Referral,Basic,299,UPI,9.8,0,11,False,,2026-06-21
CUST00139,2024-11-01,2024-11,Paid Ads,Basic,299,Credit Card,3.5,1,2,True,2025-01-01,2025-01-01
CUST00140,2025-12-19,2025-12,Partner,Basic,299,UPI,5.1,0,2,True,2026-02-19,2026-02-19
CUST00141,2025-12-26,2025-12,Referral,Standard,599,Credit Card,6.2,1,1,True,2026-01-26,2026-01-26
CUST00142,2024-08-25,2024-08,Paid Ads,Basic,299,UPI,6.6,1,5,True,2025-01-25,2025-01-25
CUST00143,2025-02-10,2025-02,Paid Ads,Basic,299,Debit Card,8.4,0,16,False,,2026-06-21
CUST00144,2024-09-21,2024-09,Partner,Basic,299,UPI,4.7,0,1,True,2024-10-21,2024-10-21
CUST00145,2024-09-15,2024-09,Paid Ads,Basic,299,UPI,14.6,1,2,True,2024-11-15,2024-11-15
CUST00146,2024-02-27,2024-02,Referral,Premium,999,Credit Card,20.4,0,1,True,2024-03-27,2024-03-27
CUST00147,2025-05-22,2025-05,Paid Ads,Basic,299,Debit Card,17.1,0,13,False,,2026-06-21
CUST00148,2025-02-19,2025-02,Paid Ads,Standard,599,Credit Card,3.6,0,1,True,2025-03-19,2025-03-19
CUST00149,2024-02-16,2024-02,Organic,Standard,599,Debit Card,28.3,1,28,False,,2026-06-21
CUST00150,2024-09-21,2024-09,Paid Ads,Standard,599,Net Banking,11.0,1,17,True,2026-02-21,2026-02-21
CUST00151,2025-11-27,2025-11,Partner,Basic,299,Net Banking,8.4,1,7,False,,2026-06-21
CUST00152,2024-08-24,2024-08,Paid Ads,Standard,599,Debit Card,9.7,1,20,True,2026-04-24,2026-04-24
CUST00153,2024-05-22,2024-05,Paid Ads,Premium,999,Debit Card,8.7,0,25,False,,2026-06-21
CUST00154,2025-02-04,2025-02,Partner,Basic,299,UPI,10.1,1,10,True,2025-12-04,2025-12-04
CUST00155,2025-12-02,2025-12,Paid Ads,Basic,299,Debit Card,21.5,1,6,False,,2026-06-21
CUST00156,2024-08-25,2024-08,Paid Ads,Basic,299,UPI,9.0,1,3,True,2024-11-25,2024-11-25
CUST00157,2025-06-13,2025-06,Referral,Basic,299,Net Banking,4.2,1,12,False,,2026-06-21
CUST00158,2025-08-28,2025-08,Referral,Basic,299,UPI,3.3,0,2,True,2025-10-28,2025-10-28
CUST00159,2024-08-01,2024-08,Organic,Standard,599,UPI,8.8,0,22,False,,2026-06-21
CUST00160,2025-07-17,2025-07,Paid Ads,Basic,299,Credit Card,5.2,1,9,True,2026-04-17,2026-04-17
CUST00161,2024-11-13,2024-11,Paid Ads,Standard,599,UPI,14.4,0,19,False,,2026-06-21
CUST00162,2025-05-04,2025-05,Organic,Standard,599,UPI,20.6,0,13,False,,2026-06-21
CUST00163,2025-05-07,2025-05,Paid Ads,Standard,599,Credit Card,12.8,3,13,False,,2026-06-21
CUST00164,2025-03-17,2025-03,Paid Ads,Standard,599,Debit Card,9.8,0,11,True,2026-02-17,2026-02-17
CUST00165,2024-03-09,2024-03,Organic,Basic,299,Credit Card,7.5,0,3,True,2024-06-09,2024-06-09
CUST00166,2025-09-04,2025-09,Paid Ads,Premium,999,UPI,13.5,0,9,False,,2026-06-21
CUST00167,2024-10-19,2024-10,Organic,Standard,599,Debit Card,6.1,0,20,False,,2026-06-21
CUST00168,2024-06-01,2024-06,Paid Ads,Standard,599,UPI,13.7,0,1,True,2024-07-01,2024-07-01
CUST00169,2024-02-10,2024-02,Referral,Premium,999,UPI,9.3,1,28,False,,2026-06-21
CUST00170,2025-04-04,2025-04,Referral,Basic,299,Credit Card,16.0,0,1,True,2025-05-04,2025-05-04
CUST00171,2025-06-09,2025-06,Organic,Basic,299,Debit Card,6.6,3,12,False,,2026-06-21
CUST00172,2024-01-13,2024-01,Organic,Standard,599,Credit Card,15.4,0,11,True,2024-12-13,2024-12-13
CUST00173,2025-03-14,2025-03,Organic,Standard,599,Credit Card,5.4,0,15,False,,2026-06-21
CUST00174,2024-07-10,2024-07,Paid Ads,Premium,999,UPI,18.4,0,6,True,2025-01-10,2025-01-10
CUST00175,2025-06-06,2025-06,Organic,Premium,999,Credit Card,23.5,0,12,False,,2026-06-21
CUST00176,2024-06-16,2024-06,Paid Ads,Basic,299,UPI,3.8,1,24,False,,2026-06-21
CUST00177,2025-06-06,2025-06,Organic,Basic,299,Net Banking,7.6,0,3,True,2025-09-06,2025-09-06
CUST00178,2024-12-17,2024-12,Referral,Basic,299,Debit Card,10.0,1,18,False,,2026-06-21
CUST00179,2025-11-10,2025-11,Organic,Basic,299,Credit Card,10.3,0,7,False,,2026-06-21
CUST00180,2024-05-18,2024-05,Organic,Standard,599,Credit Card,8.7,0,4,True,2024-09-18,2024-09-18
CUST00181,2024-11-27,2024-11,Referral,Standard,599,Debit Card,8.0,1,19,False,,2026-06-21
CUST00182,2024-04-22,2024-04,Organic,Standard,599,Credit Card,11.5,1,26,False,,2026-06-21
CUST00183,2025-11-18,2025-11,Organic,Basic,299,UPI,10.1,0,7,False,,2026-06-21
CUST00184,2025-10-03,2025-10,Paid Ads,Basic,299,UPI,5.6,0,8,False,,2026-06-21
CUST00185,2024-08-20,2024-08,Paid Ads,Basic,299,Credit Card,5.0,2,22,False,,2026-06-21
CUST00186,2025-06-27,2025-06,Referral,Premium,999,Net Banking,21.9,0,12,False,,2026-06-21
CUST00187,2025-09-21,2025-09,Organic,Basic,299,UPI,8.7,0,1,True,2025-10-21,2025-10-21
CUST00188,2025-04-25,2025-04,Paid Ads,Premium,999,UPI,7.1,0,14,False,,2026-06-21
CUST00189,2025-03-28,2025-03,Organic,Standard,599,UPI,19.0,0,15,False,,2026-06-21
CUST00190,2024-08-15,2024-08,Organic,Standard,599,Debit Card,7.7,0,22,False,,2026-06-21
CUST00191,2024-04-15,2024-04,Referral,Basic,299,UPI,8.5,0,5,True,2024-09-15,2024-09-15
CUST00192,2025-11-04,2025-11,Referral,Standard,599,UPI,12.2,0,7,False,,2026-06-21
CUST00193,2025-11-27,2025-11,Organic,Standard,599,Credit Card,5.4,1,1,True,2025-12-27,2025-12-27
CUST00194,2025-05-09,2025-05,Paid Ads,Standard,599,Credit Card,8.9,0,13,False,,2026-06-21
CUST00195,2024-10-27,2024-10,Organic,Basic,299,UPI,18.0,0,6,True,2025-04-27,2025-04-27
CUST00196,2024-11-26,2024-11,Referral,Standard,599,UPI,17.7,0,8,True,2025-07-26,2025-07-26
CUST00197,2025-07-19,2025-07,Organic,Standard,599,Credit Card,8.9,0,11,False,,2026-06-21
CUST00198,2025-11-24,2025-11,Organic,Basic,299,Credit Card,12.5,1,7,False,,2026-06-21
CUST00199,2025-10-28,2025-10,Paid Ads,Basic,299,Net Banking,13.6,0,3,True,2026-01-28,2026-01-28
CUST00200,2025-08-17,2025-08,Paid Ads,Premium,999,Credit Card,18.2,0,10,False,,2026-06-21
CUST00201,2025-05-11,2025-05,Paid Ads,Basic,299,UPI,4.1,1,1,True,2025-06-11,2025-06-11
CUST00202,2024-03-25,2024-03,Organic,Basic,299,Credit Card,21.9,1,7,True,2024-10-25,2024-10-25
CUST00203,2024-06-09,2024-06,Organic,Basic,299,UPI,6.2,1,24,False,,2026-06-21
CUST00204,2025-11-10,2025-11,Paid Ads,Standard,599,UPI,10.7,0,7,False,,2026-06-21
CUST00205,2025-05-18,2025-05,Organic,Basic,299,Net Banking,6.6,0,4,True,2025-09-18,2025-09-18
CUST00206,2024-01-20,2024-01,Referral,Standard,599,Debit Card,11.4,2,2,True,2024-03-20,2024-03-20
CUST00207,2024-04-13,2024-04,Organic,Basic,299,UPI,4.9,1,26,False,,2026-06-21
CUST00208,2025-06-08,2025-06,Paid Ads,Basic,299,UPI,7.1,0,1,True,2025-07-08,2025-07-08
CUST00209,2024-01-07,2024-01,Paid Ads,Standard,599,UPI,11.1,2,29,False,,2026-06-21
CUST00210,2024-06-17,2024-06,Organic,Basic,299,UPI,17.0,0,24,False,,2026-06-21
CUST00211,2025-03-21,2025-03,Paid Ads,Premium,999,Credit Card,20.8,0,3,True,2025-06-21,2025-06-21
CUST00212,2025-07-23,2025-07,Referral,Basic,299,UPI,16.3,0,11,False,,2026-06-21
CUST00213,2025-06-15,2025-06,Organic,Basic,299,Net Banking,13.8,0,10,True,2026-04-15,2026-04-15
CUST00214,2024-07-20,2024-07,Partner,Basic,299,UPI,24.7,1,23,False,,2026-06-21
CUST00215,2025-07-15,2025-07,Paid Ads,Basic,299,Credit Card,6.9,1,8,True,2026-03-15,2026-03-15
CUST00216,2024-08-01,2024-08,Organic,Premium,999,Debit Card,12.4,1,22,False,,2026-06-21
CUST00217,2024-10-25,2024-10,Paid Ads,Premium,999,Credit Card,12.2,0,1,True,2024-11-25,2024-11-25
CUST00218,2025-08-14,2025-08,Organic,Basic,299,UPI,7.9,1,10,False,,2026-06-21
CUST00219,2025-06-05,2025-06,Referral,Standard,599,UPI,5.4,1,11,True,2026-05-05,2026-05-05
CUST00220,2025-10-11,2025-10,Referral,Standard,599,UPI,11.6,1,8,False,,2026-06-21
CUST00221,2025-06-16,2025-06,Referral,Basic,299,Net Banking,11.0,0,12,False,,2026-06-21
CUST00222,2025-04-02,2025-04,Partner,Basic,299,Net Banking,7.0,0,14,False,,2026-06-21
CUST00223,2024-04-08,2024-04,Referral,Premium,999,Net Banking,7.8,0,26,False,,2026-06-21
CUST00224,2024-11-11,2024-11,Paid Ads,Premium,999,Debit Card,13.3,0,19,False,,2026-06-21
CUST00225,2024-09-18,2024-09,Organic,Premium,999,UPI,8.8,0,21,False,,2026-06-21
CUST00226,2024-08-03,2024-08,Paid Ads,Standard,599,Net Banking,12.6,1,8,True,2025-04-03,2025-04-03
CUST00227,2025-12-26,2025-12,Organic,Standard,599,Net Banking,10.8,0,6,False,,2026-06-21
CUST00228,2024-12-01,2024-12,Referral,Basic,299,UPI,9.3,0,2,True,2025-02-01,2025-02-01
CUST00229,2025-10-11,2025-10,Paid Ads,Basic,299,UPI,4.3,0,2,True,2025-12-11,2025-12-11
CUST00230,2025-05-16,2025-05,Organic,Basic,299,Credit Card,17.4,1,3,True,2025-08-16,2025-08-16
CUST00231,2025-09-18,2025-09,Organic,Standard,599,UPI,11.0,1,1,True,2025-10-18,2025-10-18
CUST00232,2025-02-16,2025-02,Organic,Standard,599,UPI,6.7,1,16,False,,2026-06-21
CUST00233,2025-04-23,2025-04,Paid Ads,Premium,999,Net Banking,16.6,1,14,False,,2026-06-21
CUST00234,2025-02-10,2025-02,Paid Ads,Premium,999,Net Banking,13.7,0,8,True,2025-10-10,2025-10-10
CUST00235,2024-07-18,2024-07,Paid Ads,Premium,999,UPI,29.6,0,23,False,,2026-06-21
CUST00236,2025-07-06,2025-07,Paid Ads,Premium,999,UPI,10.9,1,11,False,,2026-06-21
CUST00237,2024-09-19,2024-09,Paid Ads,Basic,299,Debit Card,3.9,1,6,True,2025-03-19,2025-03-19
CUST00238,2024-01-04,2024-01,Organic,Standard,599,Credit Card,11.7,0,29,False,,2026-06-21
CUST00239,2025-06-27,2025-06,Organic,Standard,599,UPI,17.0,0,12,False,,2026-06-21
CUST00240,2024-06-13,2024-06,Paid Ads,Basic,299,Debit Card,32.9,1,24,False,,2026-06-21
CUST00241,2025-11-24,2025-11,Paid Ads,Premium,999,Debit Card,60.0,0,7,False,,2026-06-21
CUST00242,2025-12-14,2025-12,Organic,Premium,999,Net Banking,8.2,0,6,False,,2026-06-21
CUST00243,2025-11-03,2025-11,Organic,Basic,299,UPI,7.5,0,6,True,2026-05-03,2026-05-03
CUST00244,2024-11-10,2024-11,Organic,Basic,299,UPI,3.9,1,11,True,2025-10-10,2025-10-10
CUST00245,2024-01-06,2024-01,Paid Ads,Standard,599,Net Banking,9.0,0,17,True,2025-06-06,2025-06-06
CUST00246,2025-11-01,2025-11,Organic,Standard,599,UPI,38.1,0,7,False,,2026-06-21
CUST00247,2025-01-23,2025-01,Paid Ads,Premium,999,Debit Card,10.0,0,1,True,2025-02-23,2025-02-23
CUST00248,2025-12-24,2025-12,Referral,Basic,299,UPI,8.1,0,6,False,,2026-06-21
CUST00249,2025-12-27,2025-12,Organic,Basic,299,UPI,5.8,0,6,False,,2026-06-21
CUST00250,2025-10-14,2025-10,Partner,Basic,299,UPI,4.5,1,2,True,2025-12-14,2025-12-14
CUST00251,2024-09-08,2024-09,Paid Ads,Basic,299,UPI,23.9,3,21,False,,2026-06-21
CUST00252,2024-12-19,2024-12,Paid Ads,Basic,299,Net Banking,3.2,0,1,True,2025-01-19,2025-01-19
